municipality,refined_name_key
El Banco,el banco
El Carmen,el carmen
El Carmen de Bol•À_var,el carmen de bol•À_var
El Castillo,el castillo
El Copey,el copey
El Guamo,el guamo
El Paso,el paso
El Play•À_n,el play•À_n
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Exterior,exterior
Flandes,flandes
Florencia,florencia
Florida ,florida
Fonseca,fonseca
Fortul,fortul
Frontino,frontino
Fundaci•À_n,fundaci•À_n
Girardot ,girardot
Granada,granada
Guadalupe,guadalupe
Hato Corozal,hato corozal
Hispania,hispania
Ibague,ibague
Itag•À_•À_,itag•À_•À_
Ituango,ituango
Jambal•À_,jambal•À_
Jamund•À_,jamund•À_
La Estrella,la estrella
La Gloria,la gloria
La Jagua de Ib•À_rico,la jagua de ib•À_rico
La Monta•À_ita,la monta•À_ita
La Paz (Robles),la paz (robles)
La Sierra,la sierra
La Uni•À_n,la uni•À_n
Los Palmitos,los palmitos
Luruaco,luruaco
Maceo,maceo
Magangu_,magangu_
Majagual,majagual
Malambo,malambo
Manaure,manaure
Manizales,manizales
Matanza,matanza
Medell•À_n,medell•À_n
Medina,medina
Melgar,melgar
Mil•À_n,mil•À_n
Miraflores,miraflores
Mistrat•À_,mistrat•À_
Montebello,montebello
Monter•À_a,monter•À_a
Morales,morales
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
Necocl•À_,necocl•À_
Oca•À_a,oca•À_a
Olaya,olaya
Orito,orito
Ortega,ortega
Ovejas,ovejas
Padilla,padilla
Pailitas,pailitas
Palmira,palmira
Patia (El Bordo),patia (el bordo)
Pelaya,pelaya
Pesca,pesca
Piedecuesta,piedecuesta
Piendam•À_,piendam•À_
Planadas,planadas
Plato,plato
Policarpa,policarpa
Pueblorrico,pueblo rico
Puerto As•À_s,puerto as•À_s
Puerto Concordia,puerto concordia
Puerto Libertador,puerto libertador
Puerto Rico,puerto rico
Puerto Rond•À_n,puerto rond•À_n
Puerto Wilches,puerto wilches
Quipile,quipile
Recetor,recetor
Remedios,remedios
R•À_o de Oro,r•À_o de oro
R•À_o Viejo,r•À_o viejo
Rioblanco,rioblanco
Rionegro,rionegro
Riosucio,riosucio
Sabana de Torres,sabana de torres
Sabanalarga,sabanalarga
Salazar,salazar
Salda•À_a,salda•À_a
Salgar,salgar
Saman•À_,saman•À_
Samaniego,samaniego
Sampues,sampues
San Alberto,san alberto
San Andr_s de Sotavento,san andr_s de sotavento
San Bernardo del Viento,san bernardo del viento
San Calixto,san calixto
San Carlos,san carlos
San Francisco,san francisco
San Jacinto,san jacinto
San Juan Nepomuceno,san juan nepomuceno
San Mart•À_n,san mart•À_n
San Onofre,san onofre
San Roque,san roque
San Vicente,san vicente
San Vicente de Chucuri,san vicente de chucuri
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa Isabel,santa isabel
Santa Marta,santa marta
Santiago de Tol•À_,santiago de tol•À_
Santo Domingo,santo domingo
Santuario,santuario
Saravena,saravena
Segovia,segovia
Simit•À_,simit•À_
Sincelejo,sincelejo
Socha,socha
Solano,solano
Soledad,soledad
Sons•À_n,sons•À_n
Suarez,suarez
Sucre,sucre
Tado,tado
Tamalameque,tamalameque
Tame,tame
Tame  ,tame
Taraz•À_,taraz•À_
Tauramena,tauramena
Tenerife,tenerife
Teruel,teruel
Tib•À_,tib•À_
Tierralta,tierralta
Toluviejo,toluviejo
Torib•À_o,torib•À_o
Trinidad y San Luis de Palenque,trinidad y san luis de palenque
Tulu•À_,tulu•À_
T•À_querres,t•À_querres
Turbo,turbo
Ungu•À_a,ungu•À_a
Uramita,uramita
Uribe,uribe
Urrao,urrao
Valdivia,valdivia
Valle Guamuez-La Hormiga,valle guamuez-la hormiga
Valledupar,valledupar
Valparaiso,valparaiso
Vegach•À_,vegach•À_
Venecia,venecia
Villa del Rosario,villa del rosario
Villavicencio,villavicencio
Viot•À_,viot•À_
Yal•À_,yal•À_
Yolomb•À_,yolomb•À_
Yond•À_,yond•À_
Yotoco,yotoco
Yumbo,yumbo
Zambrano,zambrano
Zapatoca,zapatoca
Zaragoza,zaragoza
Abrego,abrego
Acac•À_as,acac•À_as
Acand•À_,acand•À_
Acevedo,acevedo
Ach•À_,ach•À_
Aguachica,aguachica
Agust•À_n Codazzi,agust•À_n codazzi
Algeciras,algeciras
Alvarado,alvarado
Amalfi,amalfi
Andes,andes
Angostura,angostura
Anor•À_,anor•À_
Antioquia,antioquia
Anz•À_,anz•À_
Apartad•À_,apartad•À_
Aracataca,aracataca
Arauca,arauca
Arauquita,arauquita
Argelia,argelia
Ariguan•À_,ariguan•À_
Armero,armero guayabal
Ataco,ataco
Balboa,balboa
Barbosa,barbosa
Barrancabermeja,barrancabermeja
Barrancas,barrancas
Barranquilla,barranquilla
Becerril,becerril
Bello,bello
Betania,betania
Betulia,betulia
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Bol•À_var ,bol•À_var
Bosconia,bosconia
Bucaramanga,bucaramanga
Buenavista,buenavista
Buga,buga
C•À_ceres,c•À_ceres
Caicedo,caicedo
Cajibio,cajibio
Calamar,calamar
Caldas,caldas
Caldono,caldono
Cali,cali
Ca•À_asgordas ,ca•À_asgordas
Carepa,carepa
Carmen de Viboral,carmen de viboral
Cartagena,cartagena
Chal•À_n,chal•À_n
Chigorod•À_,chigorod•À_
Chinchin•À_,chinchin•À_
Chiriguan•À_,chiriguan•À_
Chitaga,chitaga
Chivolo,chivolo
Cicuco,cicuco
Cienaga,cienaga
Ci_naga de Oro,ci_naga de oro
Cisneros,cisneros
Coloso,coloso
Concepci•À_n,concepci•À_n
Concordia,concordia
Confines,confines
C•À_rdoba,c•À_rdoba
Corinto,corinto
Corozal,corozal
Coyaima,coyaima
C•À_cuta,c•À_cuta
Cumaral,cumaral
Curillo,curillo
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Dagua,dagua
El Bagre,el bagre
El Banco,el banco
El Calvario,el calvario
El Carmen,el carmen
El Carmen de Atrato,el carmen de atrato
El Carmen de Bol•À_var,el carmen de bol•À_var
El Castillo,el castillo
El Copey,el copey
El Doncello,el doncello
El Paso,el paso
El Pe•À_•À_n,el pe•À_•À_n
El Play•À_n,el play•À_n
El Tambo,el tambo
El Zulia,el zulia
Exterior,exterior
Flandes,flandes
Fortul,fortul
Fredonia,fredonia
Frontino,frontino
Fundaci•À_n,fundaci•À_n
G•À_chala,gachal•À_
Giraldo,giraldo
Girardota,girardota
Gir•À_n,gir•À_n
Granada,granada
Guacamayas,guacamayas
Guachucal,guachucal
Guadalupe,guadalupe
Guaranda,guaranda
Guarne,guarne
Guatap_,guatap_
Guatica,guatica
Hato Corozal,hato corozal
Hispania,hispania
Ibagu_,ibague
Ituango,ituango
Jamund•À_,jamund•À_
La Ceja,la ceja
La Gloria,la gloria
La Jagua de Ib•À_rico,la jagua de ib•À_rico
La Paz (Robles),la paz (robles)
La Pintada,la pintada
La Plata,la plata
La Sierra,la sierra
La Uni•À_n,la uni•À_n
Lebrija,lebrija
L•À_bano,l•À_bano
Liborina,liborina
Los Palmitos,los palmitos
Maceo,maceo
Magangu_,magangu_
Mahates,mahates
Maicao,maicao
Majagual,majagual
Malambo,malambo
Mapirip•À_n,mapirip•À_n
Maracaibo,maracaibo
Mar•À_a La Baja,mar•À_a la baja
Marinilla,marinilla
Medell•À_n,medell•À_n
Medina,medina
Mil•À_n,mil•À_n
Miraflores,miraflores
Mompos,mompos
Mongua,mongua
Montecristo,montecristo
Monter•À_a,monter•À_a
Morroa,morroa
Murind•À_,murind•À_
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
Natagaima,natagaima
Neiva,neiva
Nunchia,nunchia
Oca•À_a,oca•À_a
Ovejas,ovejas
Pailitas,pailitas
Panam•À_,panam•À_
Paratebueno,paratebueno
Pat•À_a (El Bordo),patia (el bordo)
Paz de Ariporo,paz de ariporo
Pelaya,pelaya
Pe•À_ol,pe•À_ol
Peque,peque
Pereira,pereira
Pivijay,pivijay
Planeta Rica,planeta rica
Pore,pore
Pueblo Rico,pueblo rico
Pueblorrico,pueblo rico
Puerto As•À_s,puerto as•À_s
Puerto Caicedo,puerto caicedo
Puerto Concordia,puerto concordia
Puerto Libertador,puerto libertador
Puerto Lleras,puerto lleras
Puerto Rico,puerto rico
Puerto Rond•À_n,puerto rond•À_n
Puerto Santander,puerto santander
Puerto Wilches,puerto wilches
Pur•À_sima,pur•À_sima
Quibd•À_,quibd•À_
Quinchia,quinchia
Regidor,regidor
Remedios,remedios
R•À_o de Oro,r•À_o de oro
R•À_o Viejo,r•À_o viejo
Rioblanco,rioblanco
Rionegro,rionegro
Riosucio,riosucio
Risaralda,risaralda
Rovira,rovira
Sabana de Torres,sabana de torres
Sahag•À_n,sahag•À_n
Salazar,salazar
Salgar,salgar
Sampues,sampues
San Alberto,san alberto
San Andr_s de Cuerquia,san andr_s de cuerquia
San Andr_s de Sotavento,san andr_s de sotavento
San Antonio,san antonio
San Benito Abad,san benito abad
San Calixto,san calixto
San Carlos,san carlos
San Diego,san diego
San Francisco,san francisco
San Jacinto,san jacinto
San Jer•À_nimo,san jer•À_nimo
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Betulia,san juan de betulia
San Juan de Cesar,san juan de cesar
San Juan de R•À_o Seco,san juan de r•À_o seco
San Juan Nepomuceno,san juan nepomuceno
San Juanito,san juanito
San Luis,san luis
San Luis de Gaceno,san luis de gaceno
San Mart•À_n,san mart•À_n
San Onofre,san onofre
San Pablo,san pablo
San Pedro,san pedro
San Pedro de los Milagros,san pedro de los milagros
San Rafael,san rafael
San Roque,san roque
San Vicente de Chucuri,san vicente de chucuri
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa Ana,santa ana
Santa B•À_rbara,santa b•À_rbara
Santa Marta,santa marta
Santa Rosa de Osos,santa rosa de osos
Santander de Quilichao,santander de quilichao
Santiago de Tol•À_,santiago de tol•À_
Santo Domingo,santo domingo
Saravena,saravena
Sardinata,sardinata
Segovia,segovia
Silvia,silvia
Simit•À_,simit•À_
Sinc_,sinc_
Sincelejo,sincelejo
Socorro,socorro
Socot•À_,socot•À_
Sucre,sucre
Tame,tame
Taraz•À_,taraz•À_
Tarso,tarso
Tauramena,tauramena
Tenerife,tenerife
Tenjo,tenjo
Teorama,teorama
Tib•À_,tib•À_
Tierralta,tierralta
Tiquisio,tiquisio
Toledo,toledo
Toluviejo,toluviejo
Torib•À_o,torib•À_o
Turbo,turbo
Urrao,urrao
Valdivia,valdivia
Valledupar,valledupar
Vegach•À_,vegach•À_
Vig•À_a del Fuerte,vig•À_a del fuerte
Yal•À_,yal•À_
Yarumal,yarumal
Yolomb•À_,yolomb•À_
Yond•À_,yond•À_
Zapatoca,zapatoca
Ach•À_,ach•À_
Agua de Dios,agua de dios
Agust•À_n Codazzi,agust•À_n codazzi
Alejandr•À_a,alejandr•À_a
Alto Baud•À_,alto baud•À_
Andes,andes
Angel•À_polis,angel•À_polis
Anor•À_,anor•À_
Anserma,anserma
Antioquia,antioquia
Anz•À_,anz•À_
Apartad•À_,apartad•À_
Aracataca,aracataca
Arauca,arauca
Argelia,argelia
Astrea,astrea
Bagad•À_,bagad•À_
Barbosa,barbosa
Barrancabermeja,barrancabermeja
Barrancas,barrancas
Barranco de Loba,barranco de loba
Barranquilla,barranquilla
Becerril,becerril
Bello,bello
Belmira,belmira
Betulia,betulia
Bogot•À_ D.C.,bogot•À_ d.c.
Bol•À_var,bol•À_var
Bosconia,bosconia
Bucaramanga,bucaramanga
Bugalagrande,bugalagrande
Cachira,cachira
Cajamarca,cajamarca
Cajibio,cajibio
Calamar,calamar
Caldono,caldono
Cali,cali
Caloto,caloto
Caracol•À_,caracol•À_
Carmen de Viboral,carmen de viboral
Cartagena,cartagena
Cartagena ,cartagena
Caucasia,caucasia
Cerrito,cerrito
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chin•À_,chin•À_
Chiriguan•À_,chiriguan•À_
Chitaga,chitaga
Chivolo,chivolo
Cienaga,cienaga
Ci_naga de Oro,ci_naga de oro
Cocorn•À_,cocorn•À_
Coloso,coloso
Concepci•À_n,concepci•À_n
Confines,confines
Convenci•À_n,convenci•À_n
C•À_rdoba,c•À_rdoba
Coyaima,coyaima
C•À_cuta,c•À_cuta
Cunday,cunday
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Ebejico,ebejico
El Bagre,el bagre
El Banco,el banco
El Carmen,el carmen
El Carmen de Atrato,el carmen de atrato
El Carmen de Bol•À_var,el carmen de bol•À_var
El Carmen de Chucur•À_,el carmen de chucur•À_
El Castillo,el castillo
El Copey,el copey
El Dorado,el dorado
El Paso,el paso
El Pi•À_•À_n,el pi•À_•À_n
El Play•À_n,el play•À_n
El Ret_n,el ret_n
El Rosario,el rosario
El Zulia,el zulia
Falan,falan
Florencia,florencia
Fonseca,fonseca
Fortul,fortul
Frontino,frontino
Fundaci•À_n,fundaci•À_n
Girardota,girardota
Gonz•À_lez,gonz•À_lez
Granada,granada
Guarne,guarne
Hispania,hispania
Icononzo ,icononzo
Jeric•À_,jeric•À_
La Calera,la calera
La Capilla,la capilla
La Ceja,la ceja
La Jagua de Ib•À_rico,la jagua de ib•À_rico
La Paz (Robles),la paz (robles)
La Sierra,la sierra
La Uni•À_n,la uni•À_n
Llor•À_,llor•À_
Los Palmitos,los palmitos
Magangu_,magangu_
Manaure,manaure
Mar•À_a La Baja,mar•À_a la baja
Medell•À_n,medell•À_n
Mesetas,mesetas
Mistrat•À_,mistrat•À_
Montebello,montebello
Montecristo,montecristo
MonteL•À_bano,montel•À_bano
Morelia,morelia
Morroa,morroa
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
Natagaima,natagaima
Oca•À_a,oca•À_a
Ortega,ortega
Ovejas,ovejas
Pailitas,pailitas
Pamplona,pamplona
Paratebueno,paratebueno
Patia (El Bordo),patia (el bordo)
Pedraza,pedraza
Pensilvania,pensilvania
Peque,peque
Pereira,pereira
Pivijay,pivijay
Planadas,planadas
Ponedera,ponedera
Popay•À_n,popay•À_n
Popay•À_n ,popay•À_n
Pore,pore
Pueblo Nuevo,pueblo nuevo
Pueblo Rico,pueblo rico
Pueblorrico,pueblo rico
Puerto As•À_s,puerto as•À_s
Puerto Berr•À_o,puerto berr•À_o
Puerto Caicedo,puerto caicedo
Puerto Gait•À_n,puerto gait•À_n
Puerto Libertador,puerto libertador
Puerto Lleras,puerto lleras
Puerto Nare,puerto nare
Puerto Salgar,puerto salgar
Recetor,recetor
Remolino,remolino
Retiro,retiro
Ricaurte,ricaurte
R•À_o de Oro,r•À_o de oro
Rioblanco,rioblanco
Riohacha,riohacha
Rionegro,rionegro
Riosucio,riosucio
Sabana de Torres,sabana de torres
Saladoblanco,saladoblanco
Salamina,salamina
Salgar,salgar
Saman•À_,saman•À_
San Alberto,san alberto
San Antonio,san antonio
San Benito Abad,san benito abad
San Diego,san diego
San Francisco,san francisco
San Jacinto,san jacinto
San Jer•À_nimo,san jer•À_nimo
San Juanito,san juanito
San Luis,san luis
San Miguel,san miguel
San Onofre,san onofre
San Pablo,san pablo
San Pedro de los Milagros,san pedro de los milagros
San Pedro de Urab•À_,san pedro de urab•À_
San Rafael,san rafael
San Vicente,san vicente
Santa Ana,santa ana
Santa Mar•À_a,santa mar•À_a
Santander de Quilichao,santander de quilichao
Santiago de Tol•À_,santiago de tol•À_
Santo Domingo,santo domingo
Santuario,santuario
Saravena,saravena
Simacota,simacota
Simit•À_,simit•À_
Socorro,socorro
Sons•À_n,sons•À_n
Sucre,sucre
Tame,tame
Tangua,tangua
Taraz•À_,taraz•À_
Teorama,teorama
Tierralta,tierralta
Timb•À_o,timb•À_o
Tiquisio,tiquisio
Titirib•À_,titirib•À_
Toledo,toledo
Trinidad,trinidad
Tumaco,tumaco
Turbaco,turbaco
Ungu•À_a,ungu•À_a
Uramita,uramita
Urrao,urrao
Valledupar,valledupar
Valparaiso,valparaiso
Villa del Rosario,villa del rosario
Villavicencio,villavicencio
Yarumal,yarumal
Yolomb•À_,yolomb•À_
Yond•À_,yond•À_
Zambrano,zambrano
Zapatoca,zapatoca
 San Alberto,san alberto
Abejorral,abejorral
Abrego,abrego
Abriaqu•À_,abriaqu•À_
Acand•À_,acand•À_
Ach•À_,ach•À_
Aguachica,aguachica
Agust•À_n Codazzi,agust•À_n codazzi
Algeciras,algeciras
Andaluc•À_a,andaluc•À_a
Andes,andes
Anor•À_,anor•À_
Antioquia,antioquia
Apartad•À_,apartad•À_
Aracataca,aracataca
Arauquita,arauquita
Argelia,argelia
Ariguan•À_,ariguan•À_
Ariguan•À_ ,ariguan•À_
Arjona,arjona
Armero,armero guayabal
Ataco,ataco
Baraya,baraya
Barbosa,barbosa
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Bel_n de Umbr•À_a,bel_n de umbr•À_a
Bello,bello
Betania,betania
Betulia,betulia
Bochalema,bochalema
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Bosconia,bosconia
Brice•À_o,brice•À_o
Bucaramanga,bucaramanga
Buenavista,buenavista
Buga,buga
Bugalagrande,bugalagrande
Cabuyaro,cabuyaro
Cachira,cachira
Cajamarca,cajamarca
Cajibio,cajibio
Calamar,calamar
Caldono,caldono
Cali,cali
Candelaria,candelaria
Cantagallo,cantagallo
Ca•À_asgordas ,ca•À_asgordas
Carepa,carepa
Carmen de Viboral,carmen de viboral
Cartagena,cartagena
Cartago,cartago
Casablanca,casablanca
Cerrito,cerrito
Cerro San Antonio ,cerro de san antonio
Chal•À_n,chal•À_n
Chaparral,chaparral
Charal•À_,charal•À_
Chigorod•À_,chigorod•À_
Chinacota,chinacota
Chiriguan•À_,chiriguan•À_
Chitaga,chitaga
Chivolo,chivolo
Cienaga,cienaga
Cimitarra,cimitarra
Circasia,circasia
Cocorn•À_,cocorn•À_
Concepci•À_n,concepci•À_n
Condoto,condoto
Copacabana,copacabana
C•À_rdoba,c•À_rdoba
Corinto,corinto
Coromoro,coromoro
Coyaima,coyaima
Cubarral,cubarral
C•À_cuta,c•À_cuta
Cucutilla,cucutilla
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Dagua,dagua
Dolores,dolores
Dosquebradas,dosquebradas
El Banco,el banco
El Carmen de Atrato,el carmen de atrato
El Carmen de Bol•À_var,el carmen de bol•À_var
El Copey,el copey
El Guamo,el guamo
El Paso,el paso
El Pi•À_•À_n,el pi•À_•À_n
El Play•À_n,el play•À_n
El Ret_n,el ret_n
El Retiro,el retiro
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Enciso,enciso
Exterior,exterior
Filadelfia,filadelfia
Florencia,florencia
Floridablanca,floridablanca
Fonseca,fonseca
Fresno,fresno
Frontino,frontino
Fundaci•À_n,fundaci•À_n
Gigante,gigante
Granada,granada
Guadalupe,guadalupe
Guaranda,guaranda
Guarne,guarne
Guepsa,guepsa
Hispania,hispania
Hobo,hobo
Ibagu_,ibague
Icononzo,icononzo
Isnos,isnos
Itag•À_•À_,itag•À_•À_
Ituango,ituango
Jamund•À_,jamund•À_
Jurad•À_,jurad•À_
La Belleza,la belleza
La Celia,la celia
La Cumbre,la cumbre
La Estrella,la estrella
La Merced,la merced
La Paz,la paz
La Paz (Robles),la paz (robles)
La Sierra,la sierra
La Vega,la vega
La Virginia,la virginia
Lebrija,lebrija
Lejan•À_as,lejan•À_as
L•À_bano,l•À_bano
Liborina,liborina
Los C•À_rdobas,los c•À_rdobas
Los Palmitos,los palmitos
Luruaco,luruaco
Maceo,maceo
Magangu_,magangu_
Maicao,maicao
Majagual,majagual
Manizales,manizales
Mar•À_a La Baja,mar•À_a la baja
Marinilla,marinilla
Medell•À_n,medell•À_n
Mercaderes,mercaderes
Miranda,miranda
Momil,momil
Mompos,mompos
Montecristo,montecristo
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Monter•À_a ,monter•À_a
Morales,morales
Murind•À_,murind•À_
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
Natagaima,natagaima
Necocl•À_,necocl•À_
Neiva,neiva
Obando,obando
Oca•À_a,oca•À_a
Orito,orito
Ortega,ortega
Ovejas,ovejas
Pacora,pacora
P•À_ez,p•À_ez
Pailitas,pailitas
Palermo,palermo
Pasto,pasto
Pat•À_a (El Bordo),patia (el bordo)
Pe•À_ol,pe•À_ol
Pereira,pereira
Piendam•À_,piendam•À_
Pitalito,pitalito
Pivijay,pivijay
Planadas,planadas
Popay•À_n,popay•À_n
Pueblo Nuevo,pueblo nuevo
Pueblo Rico,pueblo rico
Puente Nacional,puente nacional
Puerto As•À_s,puerto as•À_s
Puerto Libertador,puerto libertador
Puerto Lleras,puerto lleras
Puerto Rico,puerto rico
Puerto Tejada,puerto tejada
Puerto Triunfo,puerto triunfo
Puerto Wilches,puerto wilches
Purac_,purac_
Quibd•À_,quibd•À_
Quinchia,quinchia
Raquira,raquira
Remedios,remedios
Remolino,remolino
Retiro,retiro
R•À_o de Oro,r•À_o de oro
Rioblanco,rioblanco
Riofr•À_o,riofr•À_o
Rionegro,rionegro
Riosucio,riosucio
Risaralda,risaralda
Roncesvalles,roncesvalles
Rosas,rosas
Rovira,rovira
Sabana de Torres,sabana de torres
Salamina,salamina
Salgar,salgar
San Andr_s,san andr_s
San Antero,san antero
San Antonio,san antonio
San Calixto,san calixto
San Carlos,san carlos
San Diego,san diego
San Francisco,san francisco
San Jacinto,san jacinto
San Jos_ de la Monta•À_a,san jos_ de la monta•À_a
San Juan de Cesar,san juan de cesar
San Juan Nepomuceno,san juan nepomuceno
San Luis,san luis
San Mart•À_n,san mart•À_n
San Martin de Loba,san martin de loba
San Onofre,san onofre
San Pablo,san pablo
San Rafael,san rafael
San Vicente,san vicente
San Vicente de Chucuri,san vicente de chucuri
San Zenon,san zenon
Santa Isabel,santa isabel
Santa Marta,santa marta
Santa Rosa,santa rosa
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Santiago de Tol•À_,santiago de tol•À_
Santo Domingo,santo domingo
Santuario,santuario
Saravena,saravena
Sardinata,sardinata
Sibundoy,sibundoy
Silos,silos
Simacota,simacota
Simit•À_,simit•À_
Soledad,soledad
Sons•À_n,sons•À_n
Surat•À_,surat•À_
Tado,tado
Tame,tame
T•À_mesis,t•À_mesis
Tarso,tarso
Tib•À_,tib•À_
Tierralta,tierralta
Timb•À_o,timb•À_o
Tiquisio,tiquisio
Titirib•À_,titirib•À_
Toledo,toledo
Toluviejo,toluviejo
Tona,tona
Trujillo,trujillo
Tulu•À_,tulu•À_
Turbaco,turbaco
Turbo,turbo
Uramita,uramita
Urrao,urrao
Urumita,urumita
Utica,utica
Valencia,valencia
Valledupar,valledupar
Vegach•À_,vegach•À_
Venadillo,venadillo
Vig•À_a del Fuerte,vig•À_a del fuerte
Villa del Rosario,villa del rosario
Villahermosa,villahermosa
Villavicencio,villavicencio
Viot•À_,viot•À_
Yolomb•À_,yolomb•À_
Zambrano,zambrano
Abejorral,abejorral
Acac•À_as,acac•À_as
Ach•À_,ach•À_
Aguachica,aguachica
Aguadas,aguadas
Aguazul,aguazul
Agust•À_n Codazzi,agust•À_n codazzi
Albania,albania
Alejandr•À_a,alejandr•À_a
Algeciras,algeciras
Almaguer,almaguer
Altos del Rosario,altos del rosario
Alvarado,alvarado
Amag•À_,amag•À_
Amalfi,amalfi
Andes,andes
Angel•À_polis,angel•À_polis
Angostura,angostura
Anor•À_,anor•À_
Ansermanuevo,ansermanuevo
Antioquia,antioquia
Anz•À_,anz•À_
Anz•À_ategui,anz•À_ategui
Apartad•À_,apartad•À_
Aracataca,aracataca
Aranzazu,aranzazu
Arauca,arauca
Arauquita,arauquita
Arboletes,arboletes
Arenal,arenal
Argelia,argelia
Arjona,arjona
Armero,armero guayabal
Ataco,ataco
Bagad•À_,bagad•À_
Bahia Solano,bahia solano
Balboa,balboa
Baraya,baraya
Barbosa,barbosa
Barrancabermeja,barrancabermeja
Barranco de Loba,barranco de loba
Barranquilla,barranquilla
Becerril,becerril
Bel_n de los Andaqu•À_es,bel_n de los andaqu•À_es
Bel_n de Umbr•À_a,bel_n de umbr•À_a
Bello,bello
Belmira,belmira
Betulia,betulia
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Bosconia,bosconia
Bucaramanga,bucaramanga
Bucarasica,bucarasica
Buenaventura,buenaventura
Buenos Aires,buenos aires
Buga,buga
Bugalagrande,bugalagrande
Cachira,cachira
Cajamarca,cajamarca
Cajibio,cajibio
Caldas,caldas
Cali,cali
Caloto,caloto
Campamento,campamento
Campo de la Cruz,campo de la cruz
Campoalegre,campoalegre
Canalete,canalete
Ca•À_asgordas ,ca•À_asgordas
Caracol•À_,caracol•À_
Carepa,carepa
Carmen de Viboral,carmen de viboral
Cartagena,cartagena
Cartago,cartago
Caucasia,caucasia
Ceret_,ceret_
Cerro San Antonio,cerro de san antonio
Chal•À_n,chal•À_n
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chimichagua,chimichagua
Chinacota,chinacota
Chin•À_,chin•À_
Chiriguan•À_,chiriguan•À_
Cienaga,cienaga
Ci_naga de Oro,ci_naga de oro
Cimitarra,cimitarra
Cocorn•À_,cocorn•À_
Colombia,colombia
Coloso,coloso
Concepci•À_n,concepci•À_n
Convenci•À_n,convenci•À_n
Copacabana,copacabana
C•À_rdoba,c•À_rdoba
Corinto,corinto
Coromoro,coromoro
C•À_cuta,c•À_cuta
Cunday,cunday
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Dagua,dagua
Dibulla,dibulla
Dosquebradas,dosquebradas
Ebejico,ebejico
El Carmen,el carmen
El Carmen de Atrato,el carmen de atrato
El Carmen de Bol•À_var,el carmen de bol•À_var
El Cerrito,el cerrito
El Cocuy,el cocuy
El Copey,el copey
El Paso,el paso
El Paujil,el paujil
El Play•À_n,el play•À_n
El Ret_n,el ret_n
El Retiro,el retiro
El Rosario,el rosario
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Elias,elias
Enciso,enciso
Envigado,envigado
Filadelfia,filadelfia
Florencia,florencia
Florida,florida
Floridablanca,floridablanca
Fonseca,fonseca
Fredonia,fredonia
Fresno ,fresno
Frontino,frontino
Fuente de Oro,fuente de oro
Fundaci•À_n,fundaci•À_n
Gamarra,gamarra
Garz•À_n,garz•À_n
Gigante,gigante
Ginebra,ginebra
Girardota,girardota
Gir•À_n,gir•À_n
Gomez Plata,gomez plata
Granada,granada
Guadalupe,guadalupe
Gualmat•À_n,gualmat•À_n
Guamo,guamo
Guarne,guarne
Guatap_,guatap_
Guatica,guatica
Heliconia,heliconia
Hobo,hobo
Honda,honda
Ibague,ibague
Icononzo,icononzo
Inz•À_,inz•À_
Isnos,isnos
Ituango,ituango
Jamund•À_,jamund•À_
Jeric•À_,jeric•À_
Juan de Acosta,juan de acosta
La Cumbre,la cumbre
La Jagua de Ib•À_rico,la jagua de ib•À_rico
La Monta•À_ita,la monta•À_ita
La Paz (Robles),la paz (robles)
La Plata,la plata
La Playa,la playa
La Sierra,la sierra
La Uni•À_n,la uni•À_n
La Vega,la vega
La Virginia,la virginia
Labranzagrande,labranzagrande
Land•À_zuri,land•À_zuri
Lebrija,lebrija
L_rida ,l_rida
L•À_bano,l•À_bano
Linares,linares
Lopez,lopez
Lorica,lorica
Los C•À_rdobas,los c•À_rdobas
Los Palmitos,los palmitos
Maceo,maceo
Magangu_,magangu_
Maicao,maicao
Malambo,malambo
Mar•À_a La Baja,mar•À_a la baja
Marinilla,marinilla
Mariquita,mariquita
Marquetalia,marquetalia
Marulanda,marulanda
Medell•À_n,medell•À_n
