municipality,refined_name_key
Alto Baud•À_,alto baud•À_
Anserma,anserma
Ansermanuevo,ansermanuevo
Apartad•À_,apartad•À_
Arauquita,arauquita
Arenal,arenal
Argelia,argelia
Armenia,armenia
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Bello,bello
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Brice•À_o,brice•À_o
Buenaventura,buenaventura
Cabuyaro,cabuyaro
C•À_ceres,c•À_ceres
Cajamarca,cajamarca
Calarc•À_,calarc•À_
Cali,cali
Cantagallo,cantagallo
Cartagena del Chair•À_,cartagena del chair•À_
Cartago,cartago
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chinchin•À_,chinchin•À_
Chivor,chivor
Cienaga,cienaga
Cimitarra,cimitarra
Circasia,circasia
Cocorn•À_,cocorn•À_
Coello,coello
Corozal,corozal
C•À_cuta,c•À_cuta
Cumaral,cumaral
Cumbal,cumbal
Cunday,cunday
Durania,durania
El Bagre,el bagre
El Carmen de Bol•À_var,el carmen de bol•À_var
El Castillo,el castillo
El Doncello,el doncello
El Paujil,el paujil
El Play•À_n,el play•À_n
El Tambo,el tambo
El Tarra,el tarra
Exterior,exterior
Fortul,fortul
Fredonia,fredonia
Fundaci•À_n,fundaci•À_n
Gamarra,gamarra
Garz•À_n,garz•À_n
Girardot,girardot
Granada,granada
Guamo,guamo
Hacari,hacari
Hato Nuevo,hato nuevo
Ibague,ibague
•À_quira,•À_quira
Isnos,isnos
Itsmina,itsmina
Ituango,ituango
Jambal•À_,jambal•À_
La Apartada,la apartada
La Dorada,la dorada
La Macarena,la macarena
La Mesa,la mesa
La Plata,la plata
La Vega,la vega
La Virginia,la virginia
Land•À_zuri,land•À_zuri
Lejan•À_as,lejan•À_as
Linares,linares
Lorica,lorica
Los C•À_rdobas,los c•À_rdobas
Maicao,maicao
Manizales,manizales
Mapirip•À_n,mapirip•À_n
Medell•À_n,medell•À_n
Medio Atrato,medio atrato
Mesetas,mesetas
Miraflores,miraflores
Mistrat•À_,mistrat•À_
Montecristo,montecristo
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Mo•À_itos,mo•À_itos
Morales,morales
Neira,neira
Neiva,neiva
Oca•À_a,oca•À_a
Olaya Herrera,olaya herrera
Palmira,palmira
Patia (El Bordo),patia (el bordo)
Paya,paya
Pe•À_ol,pe•À_ol
Pereira,pereira
Piamonte,piamonte
Pitalito,pitalito
Planadas,planadas
Planeta Rica,planeta rica
Policarpa,policarpa
Popay•À_n,popay•À_n
Pradera,pradera
Pueblo Bello,pueblo bello
Pueblo Rico,pueblo rico
Puerto As•À_s,puerto as•À_s
Puerto Berr•À_o,puerto berr•À_o
Puerto Escondido,puerto escondido
Puerto Leguizamo,puerto leguizamo
Puerto Libertador,puerto libertador
Puerto Lleras,puerto lleras
Puerto Rico,puerto rico
Puerto Triunfo,puerto triunfo
Puerto Wilches,puerto wilches
Purificaci•À_n,purificaci•À_n
Quibd•À_,quibd•À_
Quinchia,quinchia
Remedios,remedios
Retiro,retiro
Ricaurte,ricaurte
R•À_o Viejo,r•À_o viejo
Rioblanco,rioblanco
Riofr•À_o,riofr•À_o
Riohacha,riohacha
Riosucio,riosucio
Roncesvalles,roncesvalles
Sabana de Torres,sabana de torres
Sabanalarga,sabanalarga
Sahag•À_n,sahag•À_n
Salento,salento
Saman•À_,saman•À_
San Alberto,san alberto
San Antero,san antero
San Antonio,san antonio
San Benito Abad,san benito abad
San Calixto,san calixto
San Carlos,san carlos
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Urab•À_,san juan de urab•À_
San Mart•À_n,san mart•À_n
San Pablo,san pablo
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Sandona,sandona
Santa Marta,santa marta
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Saravena,saravena
Segovia,segovia
Silvia,silvia
Simit•À_,simit•À_
Soacha,soacha
Socot•À_,socot•À_
Solano,solano
Suaza,suaza
Sucumbios,sucumbios
T•À_mara,t•À_mara
Tame,tame
Tangua,tangua
Taraz•À_,taraz•À_
Tauramena,tauramena
Teorama,teorama
Tierralta,tierralta
Timbiqu•À_,timbiqu•À_
Torib•À_o,torib•À_o
Totor•À_,totor•À_
Trujillo,trujillo
Tulu•À_,tulu•À_
Tumaco,tumaco
Turbaco,turbaco
Turbo,turbo
Uribe,uribe
Valencia,valencia
Valle del Guamuez,valle del guamuez
Valledupar,valledupar
Venezuela,venezuela
Villa del Rosario,villa del rosario
Villavicencio,villavicencio
Vista Hermosa,vista hermosa
Yarumal,yarumal
Yond•À_,yond•À_
Yopal,yopal
Aguachica,aguachica
Alvarado,alvarado
Apartad•À_,apartad•À_
Arauquita,arauquita
Armenia,armenia
Bagad•À_,bagad•À_
Baraya,baraya
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Bel_n de Umbr•À_a,bel_n de umbr•À_a
Bello,bello
Bogot•À_ D.C.,bogot•À_ d.c.
Bol•À_var,bol•À_var
Buenaventura,buenaventura
Buenos Aires,buenos aires
Buga,buga
Bugalagrande,bugalagrande
Cali,cali
Caloto,caloto
Campamento,campamento
Cantagallo,cantagallo
Caramanta,caramanta
Cartagena,cartagena
Caucasia,caucasia
Chaparral,chaparral
Chimichagua,chimichagua
Chita,chita
Cimitarra,cimitarra
Cocorn•À_,cocorn•À_
Coldono,caldono
Colombia,colombia
Convenci•À_n,convenci•À_n
Corinto,corinto
Cubar•À_,cubar•À_
C•À_cuta,c•À_cuta
Dabeiba,dabeiba
Dosquebradas,dosquebradas
El Carmen,el carmen
El Carmen del Dari_n,el carmen del dari_n
El Castillo,el castillo
El Retorno,el retorno
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Estado Apure,estado apure
Facatativa,facatativa
Filadelfia,filadelfia
Florencia,florencia
Floridablanca,floridablanca
Fortul,fortul
Garz•À_n,garz•À_n
Gir•À_n ,gir•À_n
Granada,granada
Guap•À_,guap•À_
Hobo,hobo
Ipiales,ipiales
Itag•À_•À_,itag•À_•À_
Itsmina,itsmina
La Estrella,la estrella
La Gloria,la gloria
La Macarena,la macarena
La Vega,la vega
Land•À_zuri,land•À_zuri
L•À_bano,l•À_bano
Lopez,lopez
Los C•À_rdobas,los c•À_rdobas
Los Patios,los patios
Maceo,maceo
Magangu_,magangu_
Malambo,malambo
Mapirip•À_n,mapirip•À_n
Medell•À_n,medell•À_n
Mistrat•À_,mistrat•À_
Mocoa,mocoa
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Mo•À_itos,mo•À_itos
Morales ,morales
Murind•À_,murind•À_
Mutat•À_,mutat•À_
Nech•À_,nech•À_
Necocl•À_,necocl•À_
Neiva,neiva
Noros•À_,noros•À_
Oca•À_a,oca•À_a
Oca•À_a ,oca•À_a
Olaya Herrera,olaya herrera
Onzaga,onzaga
Pajarito,pajarito
Pasto,pasto
Patia (El Bordo),patia (el bordo)
Paz de Ariporo,paz de ariporo
Pereira,pereira
Piamonte,piamonte
Piedecuesta,piedecuesta
Pisba,pisba
Pitalito,pitalito
Planadas,planadas
Planeta Rica,planeta rica
Policarpa,policarpa
Popay•À_n,popay•À_n
Prado,prado
Providencia,providencia
Provincia de Dair_n ,provincia de dair_n
Puerto As•À_s,puerto as•À_s
Puerto Berr•À_o,puerto berr•À_o
Puerto Concordia,puerto concordia
Puerto Gait•À_n,puerto gait•À_n
Puerto Rico,puerto rico
Puerto Rond•À_n,puerto rond•À_n
Puerto Wilches,puerto wilches
Pur•À_sima,pur•À_sima
Quibd•À_,quibd•À_
Remedios,remedios
Rioblanco,rioblanco
Riofr•À_o,riofr•À_o
Riohacha,riohacha
Riosucio,riosucio
Sabana de Torres,sabana de torres
San Alberto,san alberto
San Andr_s de Sotavento,san andr_s de sotavento
San Antero,san antero
San Antonio de T•À_chira,san antonio de t•À_chira
San Carlos de Guaroa,san carlos de guaroa
San Cayetano,san cayetano
San Jos_ del Fragua,san jos_ del fragua
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Arama,san juan de arama
San Mart•À_n ,san mart•À_n
San Pablo,san pablo
San Pedro,san pedro
San Pelayo,san pelayo
Sandona,sandona
Santa Marta ,santa marta
Santa Rosa,santa rosa
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Saravena,saravena
Segovia,segovia
Sibundoy,sibundoy
Silvia,silvia
Soacha,soacha
Suarez,suarez
Tame,tame
Taraz•À_,taraz•À_
Tib•À_,tib•À_
Tierralta,tierralta
Toledo,toledo
Torib•À_o,torib•À_o
Totor•À_,totor•À_
Tulu•À_,tulu•À_
Tumaco,tumaco
Turbaco,turbaco
Uribe,uribe
Valdivia,valdivia
Valledupar,valledupar
Villa del Rosario,villa del rosario
Villahermosa,villahermosa
Villavicencio,villavicencio
Vista Hermosa,vista hermosa
Yarumal,yarumal
Yond•À_,yond•À_
Zarzal,zarzal
Zona Bananera,zona bananera
Acand•À_,acand•À_
Aguachica,aguachica
Aipe,aipe
Albania,albania
Algeciras,algeciras
Ambalema,ambalema
Andaluc•À_a,andaluc•À_a
Apartad•À_,apartad•À_
Arauca,arauca
Arauquita,arauquita
Arboletes,arboletes
Argelia,argelia
Armenia,armenia
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Bogot•À_ D.C.,bogot•À_ d.c.
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Buenavista,buenavista
Buga,buga
C•À_ceres,c•À_ceres
Calarc•À_,calarc•À_
Cali,cali
Caloto,caloto
Campamento,campamento
Cantagallo,cantagallo
Cartagena  ,cartagena
Caucasia,caucasia
Ceret_,ceret_
Chigorod•À_,chigorod•À_
Chiquinquir•À_,chiquinquir•À_
Cienaga,cienaga
Cimitarra,cimitarra
Convenci•À_n,convenci•À_n
Cove•À_as,cove•À_as
C•À_cuta,c•À_cuta
Cumaral,cumaral
Cumbitara,cumbitara
Dosquebradas,dosquebradas
El Cairo,el cairo
El Carmen del Dari_n,el carmen del dari_n
El Charco,el charco
El Litoral del San Juan,el litoral del san juan
El Tarra,el tarra
El Zulia,el zulia
Florencia,florencia
Guachucal,guachucal
Guamal,guamal
La Apartada,la apartada
La Macarena,la macarena
La Uni•À_n ,la uni•À_n
Leiva,leiva
Linares,linares
Lorica,lorica
Los C•À_rdobas,los c•À_rdobas
Los Patios,los patios
Malambo,malambo
Manaure,manaure
Medell•À_n,medell•À_n
Miraflores,miraflores
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Morales,morales
Necocl•À_,necocl•À_
Neiva,neiva
Oca•À_a,oca•À_a
Olaya Herrera,olaya herrera
Ortega,ortega
Pasto,pasto
Planadas,planadas
Planeta Rica,planeta rica
Popay•À_n ,popay•À_n
Pueblo Viejo,pueblo viejo
Puerto As•À_s,puerto as•À_s
Puerto Berr•À_o,puerto berr•À_o
Puerto Escondido,puerto escondido
Puerto Gait•À_n,puerto gait•À_n
Puerto Libertador,puerto libertador
Puerto L•À_pez,puerto l•À_pez
Puerto Wilches,puerto wilches
Quibd•À_,quibd•À_
Riofr•À_o,riofr•À_o
Riohacha,riohacha
Riosucio,riosucio
Roberto Pay•À_n,roberto pay•À_n
Roncesvalles,roncesvalles
Rovira,rovira
Sabana de Torres,sabana de torres
Sabaneta,sabaneta
Sacama,sacama
Sahag•À_n,sahag•À_n
San Andr_s de Sotavento,san andr_s de sotavento
San Antero,san antero
San Benito Abad,san benito abad
San Bernardo del Viento,san bernardo del viento
San Calixto,san calixto
San Jos_ del Guaviare,san jos_ del guaviare
San Juan Nepomuceno,san juan nepomuceno
San Onofre,san onofre
San Pablo,san pablo
San Pelayo,san pelayo
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa B•À_rbara,santa b•À_rbara
Santa Marta,santa marta
Santander de Quilichao,santander de quilichao
Saravena,saravena
Sevilla,sevilla
Silos,silos
Suarez,suarez
T•À_chira,t•À_chira
Tado,tado
T•À_mara,t•À_mara
Tame,tame
Taraz•À_,taraz•À_
Tib•À_,tib•À_
Tierralta,tierralta
Trujillo,trujillo
Tulu•À_,tulu•À_
Tumaco,tumaco
Tunja,tunja
Turbo,turbo
Villa del Rosario,villa del rosario
Villavicencio,villavicencio
Vista Hermosa,vista hermosa
Yond•À_,yond•À_
Zaragoza,zaragoza
Acac•À_as,acac•À_as
Aguazul,aguazul
Aipe,aipe
Algeciras,algeciras
Apartad•À_,apartad•À_
Arauca,arauca
Arauquita,arauquita
Arboletes,arboletes
Arenal,arenal
Argelia,argelia
Ayapel,ayapel
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Barranco de Loba,barranco de loba
Barranquilla,barranquilla
Bogot•À_ D.C.,bogot•À_ d.c.
Brice•À_o,brice•À_o
Buenaventura,buenaventura
Buenavista,buenavista
C•À_ceres,c•À_ceres
Calamar,calamar
Caloto,caloto
Campamento,campamento
Caucasia,caucasia
Ceret_,ceret_
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chinacota,chinacota
Chitaga,chitaga
Circasia,circasia
Cisneros,cisneros
Convenci•À_n,convenci•À_n
C•À_cuta,c•À_cuta
Cumbitara,cumbitara
Dabeiba,dabeiba
El Charco,el charco
El Dovio,el dovio
El Retorno,el retorno
El Tambo,el tambo
El Zulia,el zulia
Florida,florida
Francisco Pizarro,francisco pizarro
Frontino,frontino
Gir•À_n,gir•À_n
Granada,granada
Guap•À_,guap•À_
Hacari,hacari
Ibague,ibague
Ituango,ituango
La Apartada,la apartada
La Argentina,la argentina
La Plata,la plata
La Playa,la playa
La Uribe,la uribe
Lejan•À_as,lejan•À_as
L•À_bano,l•À_bano
Los Patios,los patios
Medell•À_n,medell•À_n
Medio Atrato,medio atrato
Mesetas,mesetas
Miraflores,miraflores
Montecristo,montecristo
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Murind•À_,murind•À_
Nech•À_,nech•À_
Neiva,neiva
Noros•À_,noros•À_
Oca•À_a,oca•À_a
Olaya Herrera,olaya herrera
Palermo,palermo
Pamplona,pamplona
Paya,paya
Planadas,planadas
Planeta Rica,planeta rica
Pradera,pradera
Puerto As•À_s,puerto as•À_s
Puerto Berr•À_o,puerto berr•À_o
Puerto Rico,puerto rico
Quibd•À_,quibd•À_
R•À_o Viejo,r•À_o viejo
Riosucio,riosucio
Roberto Pay•À_n,roberto pay•À_n
Sabana de Torres,sabana de torres
Salda•À_a,salda•À_a
San Agust•À_n,san agust•À_n
San Andr_s de Sotavento,san andr_s de sotavento
San Bernardo del Viento,san bernardo del viento
San Cayetano,san cayetano
San Jos_ del Guaviare,san jos_ del guaviare
San Onofre,san onofre
San Pablo,san pablo
San Vicente de Chucuri,san vicente de chucuri
Santander de Quilichao,santander de quilichao
Saravena,saravena
Tado,tado
T•À_mara,t•À_mara
Tame,tame
Taraz•À_,taraz•À_
Teorama,teorama
Tib•À_,tib•À_
Tierralta,tierralta
Timbiqu•À_,timbiqu•À_
Toledo,toledo
Tumaco,tumaco
Ungu•À_a,ungu•À_a
Uramita,uramita
Valdivia,valdivia
Venezuela,venezuela
Villa del Rosario,villa del rosario
Villavicencio,villavicencio
Vista Hermosa,vista hermosa
Zaragoza,zaragoza
Aguazul,aguazul
Aipe,aipe
Algeciras,algeciras
Apartad•À_,apartad•À_
Aracataca,aracataca
Arauquita,arauquita
Barbacoas,barbacoas
Barrancabermeja,barrancabermeja
Bogot•À_ D.C.,bogot•À_ d.c.
Cajibio,cajibio
Caldono,caldono
Caloto,caloto
Cantagallo,cantagallo
Caucasia,caucasia
Chitaga,chitaga
C•À_cuta,c•À_cuta
Dosquebradas,dosquebradas
El Carmen del Dari_n,el carmen del dari_n
El Charco,el charco
El Doncello,el doncello
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Fonseca,fonseca
Fortul,fortul
Fuente de Oro,fuente de oro
Galapa,galapa
Guap•À_,guap•À_
Guaranda,guaranda
Ituango,ituango
La Macarena,la macarena
La Uribe,la uribe
Labranzagrande,labranzagrande
L•À_pez de Micay,l•À_pez de micay
Los Andes,los andes
Los Patios,los patios
Mapirip•À_n,mapirip•À_n
Marmato,marmato
Medell•À_n,medell•À_n
Montecristo,montecristo
Montenegro,montenegro
Mutat•À_,mutat•À_
Olaya Herrera,olaya herrera
Patia (El Bordo),patia (el bordo)
Paya,paya
Planadas,planadas
Policarpa,policarpa
Popay•À_n,popay•À_n
Pradera,pradera
Pueblo Rico,pueblo rico
Puerto Gait•À_n,puerto gait•À_n
Puerto L•À_pez,puerto l•À_pez
Quibd•À_,quibd•À_
Riosucio,riosucio
San Diego,san diego
San Mart•À_n,san mart•À_n
San Pablo,san pablo
Santa B•À_rbara,santa b•À_rbara
Santa Rosa del Sur,santa rosa del sur
Saravena,saravena
Segovia,segovia
Simit•À_,simit•À_
Soacha,soacha
Tame,tame
Taraz•À_,taraz•À_
Teorama,teorama
Tib•À_,tib•À_
Tierralta,tierralta
Timbiqu•À_,timbiqu•À_
Tiquisio,tiquisio
Toledo,toledo
Tulu•À_,tulu•À_
Tumaco,tumaco
Villa del Rosario,villa del rosario
Total general,total general
