CODIGOnum,DPTO,MPIO,INTEGRIDAD 2010,Cluster INTEGRIDAD 2010,LIBERTAD 2010,Cluster LIBERTAD 2010,LIBERTAD_CIRCULACION 2010 ,Cluster LIBERTAD_CIRCULACION 2010,SEGURIDAD 2010,Cluster SEGURIDAD 2010,VIDA 2010,Cluster VIDA 2010,Victimizacion 2010,Cluster Victimizacion 2010,IRV2010,Cluster_IRV2010,ACCIONES 2005 a 2009,Cluster_ACCIONES 2005 a 2009,HECHOS 2005 a 2009,Cluster_HECHOS 2005 a 2009,OTROS 2005 a 2009,Cluster_OTROS 2005 a 2009,PRESENCIA 2005 a 2009,Cluster_PRESENCIA 2005 a 2009,Amenazas 2005 a 2009,Cluster_Amenazas 2005 a 2009,DEMOGRÁFICO 2005 a 2009,Cluster DEMOGRÁFICO 2005 a 2009,GEOGRÁFICO 2005 a 2009,Cluster GEOGRÁFICO 2005 a 2009,INSTITUCIONAL 2005 a 2009,Cluster INSTITUCIONAL 2005 a 2009,SOCIOECONOMICO 2005 a 2009,Cluster SOCIOECONOMICO 2005 a 2009,Vulnerabilidad 2005 a 2009,Cluster Vulnerabilidad 2005 a 2009,INTEGRIDAD 2011,Cluster INTEGRIDAD 2011,LIBERTAD 2011,Cluster LIBERTAD 2011,LIBERTAD_CIRCULACION 2011,Cluster LIBERTAD_CIRCULACION 2011,SEGURIDAD 2011,Cluster SEGURIDAD 2011,VIDA 2011,Cluster VIDA 2011,Victimizacion 2011,Cluster Victimizacion 2011,IRV2011,Cluster_IRV2011,ACCIONES 2005 a 2010,Cluster_ACCIONES 2005 a 2010,HECHOS 2005 a 2010,Cluster_HECHOS 2005 a 2010,OTROS 2005 a 2010,Cluster_OTROS 2005 a 2010,PRESENCIA 2005 a 2010,Cluster_PRESENCIA 2005 a 2010,Amenazas 2005 a 2010,Cluster_Amenazas 2005 a 2010,DEMOGRÁFICO 2005 a 2010,Cluster DEMOGRÁFICO 2005 a 2010,GEOGRÁFICO 2005 a 2010,Cluster GEOGRÁFICO 2005 a 2010,INSTITUCIONAL 2005 a 2010,Cluster INSTITUCIONAL 2005 a 2010,SOCIOECONOMICO 2005 a 2010,Cluster SOCIOECONOMICO 2005 a 2010,Vulnerabilidad 2005 a 2010,Cluster Vulnerabilidad 2005 a 2010,INTEGRIDAD 2012,Cluster INTEGRIDAD 2012,LIBERTAD 2012,Cluster LIBERTAD 2012,LIBERTAD_CIRCULACION 2012,Cluster LIBERTAD_CIRCULACION 2012,SEGURIDAD 2012,Cluster SEGURIDAD 2012,VIDA 2012,Cluster VIDA 2012,Victimizacion 2012,Cluster Victimizacion 2012,IRV2012,Cluster_IRV2012,ACCIONES 2005 a 2011,Cluster_ACCIONES 2005 a 2011,HECHOS 2005 a 2011,Cluster_HECHOS 2005 a 2011,OTROS 2005 a 2011,Cluster_OTROS 2005 a 2011,PRESENCIA 2005 a 2011,Cluster_PRESENCIA 2005 a 2011,Amenazas 2005 a 2011,Cluster_Amenazas 2005 a 2011,DEMOGRÁFICO 2005 a 2011,Cluster DEMOGRÁFICO 2005 a 2011,GEOGRÁFICO 2005 a 2011,Cluster GEOGRÁFICO 2005 a 2011,INSTITUCIONAL 2005 a 2011,Cluster INSTITUCIONAL 2005 a 2011,SOCIOECONOMICO 2005 a 2011,Cluster SOCIOECONOMICO 2005 a 2011,Vulnerabilidad 2005 a 2011,Cluster Vulnerabilidad 2005 a 2011,INTEGRIDAD 2013,Cluster INTEGRIDAD 2013,LIBERTAD 2013,Cluster LIBERTAD 2013,LIBERTAD_CIRCULACION 2013,Cluster LIBERTAD_CIRCULACION 2013,SEGURIDAD 2013,Cluster SEGURIDAD 2013,VIDA 2013,Cluster VIDA 2013,Victimizacion 2013,Cluster Victimizacion 2013,IRV2013,Cluster_IRV2013,ACCIONES 2005 a 2012,Cluster_ACCIONES 2005 a 2012,HECHOS 2005 a 2012,Cluster_HECHOS 2005 a 2012,OTROS 2005 a 2012,Cluster_OTROS 2005 a 2012,PRESENCIA 2005 a 2012,Cluster_PRESENCIA 2005 a 2012,Amenazas 2005 a 2012,Cluster_Amenazas 2005 a 2012,DEMOGRÁFICO 2005 a 2012,Cluster DEMOGRÁFICO 2005 a 2012,GEOGRÁFICO 2005 a 2012,Cluster GEOGRÁFICO 2005 a 2012,INSTITUCIONAL 2005 a 2012,Cluster INSTITUCION AL 2005 a 2012,SOCIOECONOMICO 2005 a 2012,Cluster SOCIOECONOMICO 2005 a 2012,Vulnerabilidad 2005 a 2012,Cluster Vulnerabilidad 2005 a 2012,INTEGRIDAD 2014,Cluster INTEGRIDAD 2014,LIBERTAD 2014,Cluster LIBERTAD 2014,LIBERTAD_CIRCULACION 2014,Cluster LIBERTAD_CIRCULACION 2014,SEGURIDAD 2014,Cluster SEGURIDAD 2014,VIDA 2014,Cluster VIDA 2014,Victimizacion 2014,Cluster Victimizacion 2014,IRV2014,Cluster_IRV2014,ACCIONES 2005 a 2013,Cluster_ACCIONES 2005 a 2013,HECHOS 2005 a 2013,Cluster_HECHOS 2005 a 2013,OTROS 2005 a 2013,Cluster_OTROS 2005 a 2013,PRESENCIA 2005 a 2013,Cluster_PRESENCIA 2005 a 2013,Amenazas 2005 a 2013,Cluster_Amenazas 2005 a 2013,DEMOGRÁFICO 2005 a 2013,Cluster DEMOGRÁFICO 2005 a 2013,GEOGRÁFICO 2005 a 2013,Cluster GEOGRÁFICO 2005 a 2013,INSTITUCIONAL 2005 a 2013,Cluster INSTITUCIONAL 2005 a 2013,SOCIOECONOMICO 2005 a 2013,Cluster SOCIOECONOMICO 2005 a 2013,Vulnerabilidad 2005 a 2013,Cluster Vulnerabilidad 2005 a 2013,IRV2015,Cluster_IRV2015,ACCIONES 2005 a 2014,Cluster_ACCIONES 2005 a 2014,HECHOS 2005 a 2014,Cluster_HECHOS 2005 a 2014,OTROS 2005 a 2014,Cluster_OTROS 2005 a 2014,PRESENCIA 2005 a 2014,Cluster_PRESENCIA 2005 a 2014,Amenazas 2005 a 2014,Cluster_Amenazas 2005 a 2014,DEMOGRÁFICO 2005 a 2014,Cluster DEMOGRÁFICO 2005 a 2014,GEOGRÁFICO 2005 a 2014,Cluster GEOGRÁFICO 2005 a 2014,INSTITUCIONAL 2005 a 2014,Cluster INSTITUCIONAL 2005 a 2014,SOCIOECONOMICO 2005 a 2014,Cluster SOCIOECONOMICO 2005 a 2014,Vulnerabilidad 2005 a 2014,Cluster Vulnerabilidad 2005 a 2014
5044,Antioquia,Anza,0.39,Medio,0.00,Bajo,0.23,Medio Bajo,0.07,Bajo,0.52,Medio Alto,0.22,Medio Bajo,0.13,Medio Bajo,0.01,Bajo,0.11,Medio Bajo,0.00,Bajo,0.07,Bajo,0.3110,Medio Bajo,0.42,Medio Bajo,0.59,Medio Alto,0.40,Medio Bajo,0.48,Medio,0.46,Medio,0.00,Bajo,0.00,Bajo,0.36,Medio,0.00,Bajo,0.00,Bajo,0.09,Bajo,0.15,Medio Bajo,0.13,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.07,Bajo,0.45,Medio,0.44,Medio,0.60,Medio Alto,0.40,Medio Bajo,0.38,Medio Bajo,0.41,Medio,0.60,Medio Alto,0.00,Bajo,0.19,Medio Bajo,0.29,Medio,0.00,Bajo,0.17,Medio Bajo,0.14,Medio Bajo,0.11,Medio Bajo,0.10,Medio Bajo,0.00,Bajo,0.08,Bajo,0.42,Medio Bajo,0.48,Medio,0.60,Medio Alto,0.40,Medio Bajo,0.40,Medio Bajo,0.48,Medio,0.64,Medio Alto,0.00,Bajo,0.23,Medio,0.03,Bajo,0.00,Bajo,0.11,Medio Bajo,0.16,Medio Bajo,0.11,Medio Bajo,0.10,Medio Bajo,0.00,Bajo,0.08,Bajo,0.41,Medio Bajo,0.49,Medio,0.60,Medio Alto,0.44,Medio Bajo,0.52,Medio,0.57,Medio,0.570116096,Medio Alto,0,Bajo,0.171306322,Medio Bajo,0.227991373,Medio Bajo,0,Bajo,0.16054703,Medio Bajo,0.14,Medio Bajo,0.09,Medio Bajo,0.09,Medio Bajo,0.00,Bajo,0.08,Bajo,0.37,Medio Bajo,0.45,Medio,0.60,Medio Alto,0.42,Medio Bajo,0.51,Medio,0.54,Medio,0.15,Medio Bajo,0.08,Medio Bajo,0.10,Medio Bajo,0.00,Bajo,0.08,Bajo,0.36,Medio Bajo,0.46,Medio,0.71,Medio Alto,0.41,Medio Bajo,0.54,Medio,0.61,Medio Alto
5045,Antioquia,Apartado,0.55,Medio Alto,0.21,Medio Bajo,0.37,Medio,0.35,Medio,0.27,Medio,0.32,Medio,0.37,Medio Alto,0.08,Medio Bajo,0.20,Medio,0.11,Medio Bajo,0.16,Medio,0.7167,Medio Alto,0.87,Alto,0.45,Medio,0.75,Alto,0.86,Alto,0.89,Alto,0.38,Medio,0.17,Medio Bajo,0.37,Medio,0.24,Medio Bajo,0.54,Medio Alto,0.34,Medio,0.35,Medio,0.07,Medio Bajo,0.18,Medio,0.11,Medio Bajo,0.17,Medio,0.68,Medio Alto,0.87,Alto,0.44,Medio,0.72,Alto,0.83,Alto,0.88,Alto,0.59,Medio Alto,0.25,Medio Bajo,0.38,Medio,0.32,Medio,0.17,Medio Bajo,0.31,Medio,0.34,Medio,0.08,Medio Bajo,0.18,Medio,0.12,Medio Bajo,0.17,Medio,0.69,Medio Alto,0.88,Alto,0.44,Medio,0.74,Alto,0.51,Medio,0.73,Medio Alto,0.66,Medio Alto,0.00,Bajo,0.41,Medio Alto,0.32,Medio,0.22,Medio Bajo,0.28,Medio,0.34,Medio,0.07,Medio Bajo,0.18,Medio,0.11,Medio Bajo,0.17,Medio,0.64,Medio Alto,0.83,Alto,0.43,Medio,0.75,Alto,0.60,Medio Alto,0.78,Medio Alto,0.694657313,Alto,0,Bajo,0.374558084,Medio,0.376656066,Medio,0,Bajo,0.264587447,Medio,0.32,Medio,0.06,Medio Bajo,0.17,Medio,0.08,Medio Bajo,0.17,Medio,0.60,Medio Alto,0.82,Alto,0.43,Medio,0.71,Alto,0.54,Medio,0.74,Medio Alto,0.33,Medio,0.06,Medio Bajo,0.19,Medio,0.12,Medio Bajo,0.17,Medio,0.63,Medio Alto,0.81,Alto,0.43,Medio,0.65,Medio Alto,0.63,Medio Alto,0.75,Medio Alto
5051,Antioquia,Arboletes,0.40,Medio,0.00,Bajo,0.29,Medio,0.21,Medio Bajo,0.45,Medio Alto,0.25,Medio,0.22,Medio,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.08,Bajo,0.3128,Medio Bajo,0.84,Alto,0.54,Medio,0.89,Alto,0.40,Medio Bajo,0.81,Alto,0.11,Bajo,0.00,Bajo,0.31,Medio,0.21,Medio Bajo,0.30,Medio,0.20,Medio Bajo,0.23,Medio,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.08,Bajo,0.31,Medio Bajo,0.84,Alto,0.54,Medio,0.92,Alto,0.46,Medio,0.84,Alto,0.32,Medio Bajo,0.23,Medio Bajo,0.33,Medio,0.20,Medio Bajo,0.18,Medio Bajo,0.24,Medio,0.22,Medio,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.31,Medio Bajo,0.83,Alto,0.54,Medio,0.86,Alto,0.35,Medio Bajo,0.71,Medio Alto,0.35,Medio,0.00,Bajo,0.28,Medio,0.10,Medio Bajo,0.00,Bajo,0.12,Medio Bajo,0.23,Medio,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.30,Bajo,0.80,Medio Alto,0.54,Medio,0.91,Alto,0.60,Medio Alto,0.84,Alto,0.297476425,Medio Bajo,0,Bajo,0.240425288,Medio,0.105370155,Medio Bajo,0,Bajo,0.119386166,Medio Bajo,0.21,Medio,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.29,Bajo,0.78,Medio Alto,0.53,Medio,0.87,Alto,0.53,Medio,0.81,Alto,0.21,Medio,0.00,Bajo,0.08,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.28,Bajo,0.74,Medio Alto,0.51,Medio,0.86,Alto,0.52,Medio,0.80,Alto
5055,Antioquia,Argelia,0.97,Alto,0.71,Medio Alto,0.38,Medio,0.24,Medio Bajo,0.00,Bajo,0.37,Medio,0.76,Alto,0.28,Medio Alto,0.61,Alto,0.19,Medio Bajo,0.19,Medio Alto,0.9859,Alto,0.52,Medio,0.78,Medio Alto,0.88,Alto,0.85,Alto,0.90,Alto,0.89,Alto,0.00,Bajo,0.33,Medio,0.29,Medio,0.00,Bajo,0.23,Medio Bajo,0.73,Alto,0.26,Medio Alto,0.58,Alto,0.16,Medio Bajo,0.19,Medio Alto,0.98,Alto,0.58,Medio,0.78,Medio Alto,0.85,Alto,0.82,Alto,0.91,Alto,0.00,Bajo,0.87,Alto,0.48,Medio Alto,0.55,Medio Alto,0.81,Alto,0.61,Medio Alto,0.71,Alto,0.24,Medio,0.55,Alto,0.46,Medio Alto,0.23,Medio Alto,0.99,Alto,0.57,Medio,0.78,Medio Alto,0.77,Alto,0.76,Alto,0.87,Alto,0.00,Bajo,0.00,Bajo,0.43,Medio Alto,0.26,Medio,0.00,Bajo,0.18,Medio Bajo,0.73,Alto,0.22,Medio,0.55,Alto,0.45,Medio Alto,0.24,Medio Alto,0.98,Alto,0.58,Medio,0.79,Medio Alto,0.92,Alto,0.71,Medio Alto,0.89,Alto,0.271876191,Medio Bajo,0,Bajo,0.33999816,Medio,0.419563,Medio,0,Bajo,0.225161714,Medio,0.68,Alto,0.21,Medio,0.52,Alto,0.43,Medio Alto,0.21,Medio Alto,0.97,Alto,0.59,Medio,0.79,Medio Alto,0.89,Alto,0.67,Medio Alto,0.88,Alto,0.68,Alto,0.22,Medio,0.51,Alto,0.41,Medio Alto,0.21,Medio Alto,0.97,Alto,0.59,Medio,0.78,Medio Alto,0.87,Alto,0.85,Alto,0.91,Alto
5059,Antioquia,Armenia,0.34,Medio Bajo,0.00,Bajo,0.00,Bajo,0.60,Medio Alto,0.00,Bajo,0.17,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.08,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.3365,Medio Bajo,0.31,Medio Bajo,0.46,Medio,0.31,Medio Bajo,0.40,Medio Bajo,0.27,Medio Bajo,0.76,Alto,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.00,Bajo,0.07,Bajo,0.12,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.35,Medio Bajo,0.31,Medio Bajo,0.46,Medio,0.31,Medio Bajo,0.38,Medio Bajo,0.25,Medio Bajo,0.00,Bajo,0.00,Bajo,0.34,Medio,0.33,Medio,0.60,Medio Alto,0.30,Medio,0.14,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.34,Medio Bajo,0.39,Medio Bajo,0.46,Medio,0.32,Medio Bajo,0.50,Medio,0.39,Medio,0.00,Bajo,0.00,Bajo,0.60,Medio Alto,0.37,Medio,0.68,Medio Alto,0.40,Medio,0.16,Medio Bajo,0.00,Bajo,0.14,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.37,Medio Bajo,0.39,Medio Bajo,0.46,Medio,0.26,Medio Bajo,0.55,Medio,0.39,Medio,0,Bajo,0,Bajo,0.397604618,Medio Alto,0.092786978,Medio Bajo,0,Bajo,0.127502231,Medio Bajo,0.17,Medio Bajo,0.00,Bajo,0.15,Medio Bajo,0.33,Medio,0.11,Medio Bajo,0.57,Medio,0.36,Medio Bajo,0.46,Medio,0.25,Bajo,0.55,Medio,0.37,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.15,Medio Bajo,0.33,Medio,0.11,Medio Bajo,0.57,Medio,0.36,Medio Bajo,0.44,Medio,0.24,Bajo,0.63,Medio Alto,0.37,Medio Bajo
5079,Antioquia,Barbosa,0.57,Medio Alto,0.00,Bajo,0.12,Medio Bajo,0.09,Medio Bajo,0.04,Bajo,0.10,Medio Bajo,0.19,Medio Bajo,0.00,Bajo,0.14,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.3763,Medio Bajo,0.41,Medio Bajo,0.31,Medio Bajo,0.54,Medio,0.38,Medio Bajo,0.35,Medio Bajo,0.65,Medio Alto,0.00,Bajo,0.21,Medio Bajo,0.12,Medio Bajo,0.37,Medio,0.22,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.12,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.36,Medio Bajo,0.45,Medio,0.31,Medio Bajo,0.50,Medio,0.38,Medio Bajo,0.35,Medio Bajo,0.38,Medio,0.00,Bajo,0.16,Medio Bajo,0.10,Medio Bajo,0.18,Medio Bajo,0.14,Medio Bajo,0.17,Medio Bajo,0.00,Bajo,0.13,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.36,Medio Bajo,0.40,Medio Bajo,0.31,Medio Bajo,0.50,Medio,0.32,Medio Bajo,0.28,Medio Bajo,0.41,Medio,0.00,Bajo,0.20,Medio Bajo,0.21,Medio Bajo,0.09,Bajo,0.15,Medio Bajo,0.16,Medio Bajo,0.00,Bajo,0.12,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.34,Medio Bajo,0.42,Medio Bajo,0.31,Medio Bajo,0.49,Medio,0.29,Medio Bajo,0.28,Medio Bajo,0.320720195,Medio Bajo,0,Bajo,0.229308001,Medio,0.143938858,Medio Bajo,0.381852077,Medio,0.208139232,Medio,0.16,Medio Bajo,0.00,Bajo,0.12,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.34,Medio Bajo,0.45,Medio,0.31,Medio Bajo,0.47,Medio,0.33,Medio Bajo,0.31,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.13,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.36,Medio Bajo,0.45,Medio,0.31,Medio Bajo,0.41,Medio Bajo,0.33,Medio Bajo,0.29,Medio Bajo
5086,Antioquia,Belmira,0.26,Medio Bajo,0.00,Bajo,0.28,Medio,0.52,Medio Alto,0.25,Medio Bajo,0.27,Medio,0.16,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.07,Bajo,0.2889,Bajo,0.70,Medio Alto,0.39,Medio Bajo,0.54,Medio,0.31,Medio Bajo,0.49,Medio,0.58,Medio Alto,0.00,Bajo,0.04,Bajo,0.00,Bajo,0.00,Bajo,0.06,Bajo,0.16,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.08,Bajo,0.30,Bajo,0.75,Medio Alto,0.39,Medio Bajo,0.51,Medio,0.33,Medio Bajo,0.49,Medio,0.63,Medio Alto,0.00,Bajo,0.09,Bajo,0.03,Bajo,0.34,Medio,0.16,Medio Bajo,0.16,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.08,Bajo,0.29,Bajo,0.75,Medio Alto,0.38,Medio Bajo,0.52,Medio,0.38,Medio Bajo,0.51,Medio,0.87,Alto,0.00,Bajo,0.34,Medio,0.11,Medio Bajo,0.00,Bajo,0.17,Medio Bajo,0.16,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.08,Bajo,0.29,Bajo,0.78,Medio Alto,0.38,Medio Bajo,0.48,Medio,0.39,Medio Bajo,0.52,Medio,0.331608774,Medio,0,Bajo,0.164308734,Medio Bajo,0,Bajo,0,Bajo,0.075350306,Bajo,0.16,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.08,Bajo,0.30,Bajo,0.72,Medio Alto,0.38,Medio Bajo,0.46,Medio,0.41,Medio,0.50,Medio,0.15,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.08,Bajo,0.28,Bajo,0.72,Medio Alto,0.47,Medio,0.42,Medio Bajo,0.60,Medio Alto,0.63,Medio Alto
5088,Antioquia,Bello,0.46,Medio,0.05,Bajo,0.07,Bajo,0.13,Medio Bajo,0.14,Medio Bajo,0.12,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.05,Bajo,0.00,Bajo,0.08,Bajo,0.2673,Bajo,0.31,Medio Bajo,0.09,Bajo,0.62,Medio Alto,0.63,Medio Alto,0.40,Medio,0.51,Medio,0.00,Bajo,0.10,Medio Bajo,0.09,Medio Bajo,0.11,Medio Bajo,0.11,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.05,Bajo,0.00,Bajo,0.08,Bajo,0.26,Bajo,0.30,Medio Bajo,0.09,Bajo,0.63,Medio Alto,0.67,Medio Alto,0.43,Medio,0.52,Medio Alto,0.00,Bajo,0.10,Medio Bajo,0.08,Bajo,0.06,Bajo,0.11,Medio Bajo,0.11,Medio Bajo,0.00,Bajo,0.06,Bajo,0.00,Bajo,0.08,Bajo,0.26,Bajo,0.28,Medio Bajo,0.09,Bajo,0.61,Medio Alto,0.66,Medio Alto,0.34,Medio Bajo,0.56,Medio Alto,0.04,Bajo,0.12,Medio Bajo,0.07,Bajo,0.07,Bajo,0.11,Medio Bajo,0.13,Medio Bajo,0.00,Bajo,0.06,Bajo,0.01,Bajo,0.08,Bajo,0.26,Bajo,0.32,Medio Bajo,0.09,Bajo,0.69,Medio Alto,0.67,Medio Alto,0.40,Medio,0.54421739,Medio Alto,0,Bajo,0.17257759,Medio Bajo,0.110685855,Medio Bajo,0,Bajo,0.127530163,Medio Bajo,0.13,Medio Bajo,0.00,Bajo,0.06,Bajo,0.01,Bajo,0.09,Medio Bajo,0.27,Bajo,0.34,Medio Bajo,0.09,Bajo,0.66,Medio Alto,0.67,Medio Alto,0.41,Medio,0.13,Medio Bajo,0.00,Bajo,0.06,Bajo,0.01,Bajo,0.11,Medio Bajo,0.29,Bajo,0.34,Medio Bajo,0.09,Bajo,0.59,Medio Alto,0.66,Medio Alto,0.36,Medio Bajo
5091,Antioquia,Betania,0.89,Alto,0.00,Bajo,0.22,Medio Bajo,0.53,Medio Alto,0.22,Medio Bajo,0.30,Medio,0.13,Medio Bajo,0.00,Bajo,0.12,Medio Bajo,0.00,Bajo,0.07,Bajo,0.3104,Medio Bajo,0.54,Medio,0.36,Medio Bajo,0.25,Bajo,0.49,Medio,0.34,Medio Bajo,0.64,Medio Alto,0.00,Bajo,0.17,Medio Bajo,0.37,Medio,0.00,Bajo,0.18,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.18,Medio,0.00,Bajo,0.07,Bajo,0.36,Medio Bajo,0.60,Medio,0.36,Medio Bajo,0.22,Bajo,0.56,Medio,0.39,Medio Bajo,0.38,Medio,0.00,Bajo,0.16,Medio Bajo,0.10,Medio Bajo,0.16,Medio Bajo,0.13,Medio Bajo,0.15,Medio Bajo,0.00,Bajo,0.17,Medio,0.00,Bajo,0.07,Bajo,0.35,Medio Bajo,0.37,Medio Bajo,0.36,Medio Bajo,0.20,Bajo,0.53,Medio,0.31,Medio Bajo,0.41,Medio,0.00,Bajo,0.26,Medio,0.13,Medio Bajo,0.00,Bajo,0.13,Medio Bajo,0.17,Medio Bajo,0.00,Bajo,0.15,Medio,0.00,Bajo,0.07,Bajo,0.32,Medio Bajo,0.45,Medio,0.36,Medio Bajo,0.36,Medio Bajo,0.58,Medio Alto,0.42,Medio,0.259708174,Medio Bajo,0,Bajo,0.169913867,Medio Bajo,0.044946929,Bajo,0,Bajo,0.081506672,Bajo,0.16,Medio Bajo,0.00,Bajo,0.15,Medio Bajo,0.00,Bajo,0.07,Bajo,0.31,Medio Bajo,0.50,Medio,0.36,Medio Bajo,0.35,Medio Bajo,0.54,Medio,0.42,Medio,0.15,Medio Bajo,0.00,Bajo,0.13,Medio Bajo,0.00,Bajo,0.07,Bajo,0.30,Bajo,0.50,Medio,0.35,Medio Bajo,0.30,Medio Bajo,0.76,Alto,0.49,Medio
5093,Antioquia,Betulia,0.61,Medio Alto,0.00,Bajo,0.40,Medio,0.35,Medio,0.00,Bajo,0.23,Medio,0.19,Medio Bajo,0.01,Bajo,0.11,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.3518,Medio Bajo,0.60,Medio,0.54,Medio,0.57,Medio,0.65,Medio Alto,0.70,Medio Alto,0.54,Medio Alto,0.00,Bajo,0.22,Medio Bajo,0.00,Bajo,0.00,Bajo,0.10,Bajo,0.19,Medio Bajo,0.00,Bajo,0.11,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.34,Medio Bajo,0.67,Medio Alto,0.54,Medio,0.55,Medio,0.64,Medio Alto,0.71,Medio Alto,0.14,Medio Bajo,0.00,Bajo,0.31,Medio,0.25,Medio,0.00,Bajo,0.15,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.33,Medio Bajo,0.61,Medio,0.54,Medio,0.59,Medio Alto,0.57,Medio,0.67,Medio Alto,0.16,Medio Bajo,0.00,Bajo,0.23,Medio,0.20,Medio Bajo,0.00,Bajo,0.12,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.30,Bajo,0.61,Medio,0.54,Medio,0.66,Medio Alto,0.64,Medio Alto,0.73,Medio Alto,0.15636695,Medio Bajo,0,Bajo,0.222422801,Medio,0.211028407,Medio Bajo,0,Bajo,0.128524023,Medio Bajo,0.18,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.30,Bajo,0.63,Medio Alto,0.54,Medio,0.63,Medio Alto,0.58,Medio Alto,0.71,Medio Alto,0.18,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.10,Medio Bajo,0.31,Bajo,0.63,Medio Alto,0.53,Medio,0.59,Medio Alto,0.72,Medio Alto,0.75,Medio Alto
5101,Antioquia,Ciudad Bolivar,0.38,Medio,0.00,Bajo,0.19,Medio Bajo,0.16,Medio Bajo,0.09,Medio Bajo,0.13,Medio Bajo,0.15,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.08,Bajo,0.3010,Bajo,0.47,Medio,0.50,Medio,0.61,Medio Alto,0.59,Medio Alto,0.62,Medio Alto,0.39,Medio,0.00,Bajo,0.10,Medio Bajo,0.16,Medio Bajo,0.00,Bajo,0.10,Bajo,0.14,Medio Bajo,0.00,Bajo,0.08,Medio Bajo,0.00,Bajo,0.08,Bajo,0.29,Bajo,0.47,Medio,0.51,Medio,0.56,Medio,0.59,Medio Alto,0.59,Medio Alto,0.00,Bajo,0.74,Medio Alto,0.20,Medio Bajo,0.12,Medio Bajo,0.00,Bajo,0.22,Medio,0.13,Medio Bajo,0.00,Bajo,0.07,Medio Bajo,0.00,Bajo,0.08,Bajo,0.28,Bajo,0.45,Medio,0.51,Medio,0.55,Medio,0.36,Medio Bajo,0.44,Medio,0.00,Bajo,0.00,Bajo,0.25,Medio,0.20,Medio Bajo,0.00,Bajo,0.12,Medio Bajo,0.16,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.08,Bajo,0.29,Bajo,0.48,Medio,0.50,Medio,0.66,Medio Alto,0.38,Medio Bajo,0.52,Medio,0,Bajo,0,Bajo,0.234162122,Medio,0.163220872,Medio Bajo,0,Bajo,0.103589527,Medio Bajo,0.16,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.29,Bajo,0.50,Medio,0.50,Medio,0.63,Medio Alto,0.37,Medio Bajo,0.52,Medio,0.16,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.00,Bajo,0.09,Medio Bajo,0.30,Bajo,0.50,Medio,0.50,Medio,0.61,Medio Alto,0.46,Medio,0.57,Medio
